# Training started at 20251028_045433
# Target episodes: 100000
# Device: cuda
# Format: episode, avg_score, max_score, epsilon, memory_size, time_last_100, time_total, time_remaining
# episode,avg_score,max_score,epsilon,memory_size,time_last_100,time_total,time_remaining
89200,5.02,14,0.0500,100000,4.30,4479.50,542.30
89300,5.75,19,0.0500,100000,4.95,4484.45,537.27
89400,5.39,20,0.0500,100000,4.63,4489.08,532.21
89500,6.06,18,0.0500,100000,5.14,4494.22,527.20
89600,4.50,20,0.0500,100000,4.18,4498.40,522.08
89700,5.09,18,0.0500,100000,4.91,4503.31,517.05
89800,5.70,20,0.0500,100000,4.79,4508.10,512.00
89900,5.73,17,0.0500,100000,5.05,4513.15,506.98
90000,4.69,17,0.0500,100000,4.29,4517.44,501.88
90100,5.42,20,0.0500,100000,4.80,4522.24,496.84
90200,4.52,26,0.0500,100000,4.38,4526.62,491.75
90300,5.04,18,0.0500,100000,4.46,4531.07,486.67
90400,4.43,16,0.0500,100000,3.74,4534.81,481.52
90500,4.86,24,0.0500,100000,4.22,4539.03,476.42
90600,5.77,26,0.0500,100000,4.79,4543.82,471.38
90700,5.82,23,0.0500,100000,5.03,4548.86,466.37
90800,5.58,23,0.0500,100000,4.92,4553.77,461.34
90900,6.42,27,0.0500,100000,5.18,4558.95,456.34
91000,5.14,17,0.0500,100000,4.55,4563.50,451.28
91100,5.23,21,0.0500,100000,4.70,4568.21,446.24
91200,6.26,19,0.0500,100000,5.31,4573.51,441.25
91300,4.78,22,0.0500,100000,4.39,4577.90,436.17
91400,5.32,18,0.0500,100000,4.48,4582.38,431.11
91500,4.77,16,0.0500,100000,4.48,4586.86,426.05
91600,5.11,17,0.0500,100000,4.73,4591.60,421.01
91700,5.46,19,0.0500,100000,4.67,4596.27,415.97
91800,5.08,18,0.0500,100000,4.51,4600.77,410.91
91900,5.40,18,0.0500,100000,4.78,4605.55,405.88
92000,5.48,20,0.0500,100000,4.72,4610.27,400.84
92100,5.03,17,0.0500,100000,4.46,4614.73,395.78
92200,5.31,14,0.0500,100000,5.07,4619.80,390.77
92300,4.97,27,0.0500,100000,4.51,4624.31,385.72
92400,5.90,26,0.0500,100000,4.87,4629.17,380.70
92500,4.85,19,0.0500,100000,4.18,4633.35,375.62
92600,5.08,18,0.0500,100000,4.56,4637.91,370.58
92700,5.09,18,0.0500,100000,4.24,4642.15,365.51
92800,5.31,19,0.0500,100000,4.50,4646.66,360.46
92900,5.47,17,0.0500,100000,4.59,4651.25,355.42
93000,5.17,18,0.0500,100000,4.23,4655.47,350.36
93100,5.41,21,0.0500,100000,4.45,4659.92,345.31
93200,4.71,17,0.0500,100000,3.98,4663.90,340.23
93300,5.09,20,0.0500,100000,4.34,4668.25,335.18
93400,5.35,27,0.0500,100000,4.47,4672.72,330.14
93500,4.74,21,0.0500,100000,4.54,4677.25,325.10
93600,4.77,18,0.0500,100000,4.12,4681.37,320.04
93700,5.23,20,0.0500,100000,4.63,4686.00,315.01
93800,5.25,22,0.0500,100000,4.32,4690.32,309.97
93900,5.62,24,0.0500,100000,4.75,4695.07,304.95
94000,4.36,18,0.0500,100000,4.11,4699.19,299.89
94100,4.62,14,0.0500,100000,4.28,4703.46,294.85
94200,5.29,21,0.0500,100000,4.87,4708.33,289.84
94300,5.12,20,0.0500,100000,4.55,4712.89,284.82
94400,5.29,19,0.0500,100000,4.55,4717.44,279.79
94500,5.15,23,0.0500,100000,4.39,4721.82,274.76
94600,4.40,24,0.0500,100000,3.92,4725.75,269.70
94700,5.51,26,0.0500,100000,4.72,4730.47,264.69
94800,4.55,16,0.0500,100000,4.01,4734.48,259.64
94900,4.38,13,0.0500,100000,3.92,4738.40,254.59
95000,5.60,23,0.0500,100000,4.91,4743.31,249.60
95100,5.45,19,0.0500,100000,4.75,4748.05,244.59
95200,6.15,22,0.0500,100000,5.53,4753.58,239.62
95300,4.90,21,0.0500,100000,4.29,4757.87,234.60
95400,5.37,20,0.0500,100000,4.84,4762.71,229.60
95500,5.47,23,0.0500,100000,4.72,4767.43,224.59
95600,5.39,26,0.0500,100000,4.91,4772.34,219.60
95700,5.08,21,0.0500,100000,4.69,4777.02,214.59
95800,5.39,24,0.0500,100000,4.53,4781.55,209.58
95900,4.72,19,0.0500,100000,4.64,4786.20,204.57
96000,4.80,20,0.0500,100000,4.36,4790.56,199.55
96100,5.50,19,0.0500,100000,4.67,4795.23,194.55
96200,5.38,22,0.0500,100000,4.53,4799.75,189.54
96300,5.42,19,0.0500,100000,4.41,4804.17,184.53
96400,5.06,17,0.0500,100000,4.49,4808.66,179.52
96500,5.51,26,0.0500,100000,4.57,4813.22,174.52
96600,5.49,19,0.0500,100000,4.63,4817.85,169.52
96700,4.70,23,0.0500,100000,4.43,4822.28,164.51
96800,6.10,17,0.0500,100000,5.18,4827.46,159.53
96900,4.64,21,0.0500,100000,4.06,4831.52,154.52
97000,4.50,18,0.0500,100000,4.32,4835.83,149.51
97100,4.96,20,0.0500,100000,4.35,4840.18,144.51
97200,5.63,25,0.0500,100000,4.79,4844.97,139.52
97300,5.71,23,0.0500,100000,4.91,4849.88,134.53
97400,4.67,21,0.0500,100000,4.40,4854.28,129.53
97500,5.03,17,0.0500,100000,4.46,4858.74,124.53
97600,4.89,24,0.0500,100000,4.16,4862.89,119.53
97700,5.19,23,0.0500,100000,4.63,4867.53,114.54
97800,5.05,22,0.0500,100000,4.33,4871.86,109.54
97900,4.18,19,0.0500,100000,4.03,4875.88,104.54
98000,3.86,16,0.0500,100000,3.64,4879.52,99.53
98100,5.01,19,0.0500,100000,4.51,4884.03,94.54
98200,5.48,20,0.0500,100000,4.73,4888.77,89.56
98300,5.60,20,0.0500,100000,4.74,4893.50,84.58
98400,4.66,19,0.0500,100000,4.20,4897.70,79.59
98500,6.06,20,0.0500,100000,5.28,4902.98,74.61
98600,5.43,23,0.0500,100000,4.75,4907.73,69.63
98700,4.54,22,0.0500,100000,4.12,4911.85,64.64
98800,5.05,18,0.0500,100000,4.68,4916.54,59.66
98900,5.59,22,0.0500,100000,4.68,4921.22,54.69
99000,4.33,19,0.0500,100000,3.93,4925.15,49.70
99100,4.12,21,0.0500,100000,4.04,4929.19,44.72
99200,5.45,23,0.0500,100000,4.72,4933.91,39.74
99300,4.73,17,0.0500,100000,4.39,4938.30,34.76
99400,5.05,27,0.0500,100000,4.31,4942.61,29.78
99500,4.95,24,0.0500,100000,4.39,4946.99,24.81
99600,5.86,17,0.0500,100000,5.22,4952.22,19.84
99700,5.22,19,0.0500,100000,4.43,4956.65,14.86
99800,4.97,20,0.0500,100000,4.47,4961.12,9.89
99900,5.25,16,0.0500,100000,4.74,4965.86,4.92
# Training Complete! Total time: 82.85 minutes, Avg score: 5.55, Max score: 30
